office id,week,day,hour,workers,year
barIlan1,2,1,10,15,2018
barIlan1,2,1,11,15,2018
barIlan1,2,1,12,15,2018
barIlan1,2,1,13,15,2018
barIlan1,2,1,14,15,2018
barIlan1,2,1,15,15,2018
barIlan1,2,1,16,15,2018
barIlan1,2,1,17,15,2018
barIlan1,2,1,18,15,2018
barIlan1,2,1,19,15,2018
barIlan1,2,1,20,15,2018
barIlan1,2,2,8,15,2018
barIlan1,2,2,9,15,2018
barIlan1,2,2,10,15,2018
barIlan1,2,2,11,15,2018
barIlan1,2,2,12,15,2018
barIlan1,2,2,13,15,2018
barIlan1,2,2,14,15,2018
barIlan1,2,2,15,15,2018
barIlan1,2,2,16,15,2018
barIlan1,2,2,17,15,2018
barIlan1,2,2,18,0,2018
barIlan1,2,2,19,15,2018
barIlan1,2,2,20,15,2018
barIlan1,2,3,8,10,2018
barIlan1,2,3,9,10,2018
barIlan1,2,3,10,10,2018
barIlan1,2,3,11,10,2018
barIlan1,2,3,12,10,2018
barIlan1,2,3,13,10,2018
barIlan1,2,3,14,10,2018
barIlan1,2,3,15,10,2018
barIlan1,2,3,16,10,2018
barIlan1,2,3,17,10,2018
barIlan1,2,3,18,10,2018
barIlan1,2,3,19,10,2018
barIlan1,2,3,20,10,2018
barIlan1,2,4,8,15,2018
barIlan1,2,4,9,15,2018
barIlan1,2,4,10,15,2018
barIlan1,2,4,11,15,2018
barIlan1,2,4,12,15,2018
barIlan1,2,4,13,15,2018
barIlan1,2,4,14,15,2018
barIlan1,2,4,15,15,2018
barIlan1,2,4,16,15,2018
barIlan1,2,4,17,15,2018
barIlan1,2,4,18,15,2018
barIlan1,2,4,19,15,2018
barIlan1,2,4,20,15,2018
barIlan1,2,5,8,15,2018
barIlan1,2,5,9,15,2018
barIlan1,2,5,10,5,2018
barIlan1,2,5,11,15,2018
barIlan1,2,5,12,15,2018
barIlan1,2,5,13,15,2018
barIlan1,2,5,14,15,2018
barIlan1,2,5,15,15,2018
barIlan1,2,5,16,15,2018
barIlan1,2,5,17,15,2018
barIlan1,2,5,18,15,2018
barIlan1,2,5,19,15,2018
barIlan1,2,5,20,15,2018
barIlan1,2,6,8,15,2018
barIlan1,2,6,9,15,2018
barIlan1,2,6,10,15,2018
barIlan1,2,6,11,15,2018
barIlan1,2,6,12,15,2018
barIlan1,2,6,13,15,2018
barIlan1,2,6,14,15,2018
barIlan1,2,6,15,15,2018
barIlan1,2,6,16,15,2018
barIlan1,2,6,17,15,2018
barIlan1,2,6,18,15,2018
barIlan1,2,6,19,15,2018
barIlan1,2,6,20,15,2018
barIlan1,2,7,8,0,2018
barIlan1,2,7,9,0,2018
barIlan1,2,7,10,0,2018
barIlan1,2,7,11,0,2018
barIlan1,2,7,12,0,2018
barIlan1,2,7,13,0,2018
barIlan1,2,7,14,0,2018
barIlan1,2,7,15,0,2018
barIlan1,2,7,16,0,2018
barIlan1,2,7,17,0,2018
barIlan1,2,7,18,0,2018
barIlan1,2,7,19,0,2018
barIlan1,2,7,20,0,2018
barIlan1,3,1,8,15,2018
barIlan1,3,1,9,15,2018
barIlan1,3,1,10,15,2018
barIlan1,3,1,11,15,2018
barIlan1,3,1,12,15,2018
barIlan1,3,1,13,15,2018
barIlan1,3,1,14,15,2018
barIlan1,3,1,15,15,2018
barIlan1,3,1,16,15,2018
barIlan1,3,1,17,15,2018
barIlan1,3,1,18,15,2018
barIlan1,3,1,19,15,2018
barIlan1,3,1,20,15,2018
barIlan1,3,2,8,15,2018
barIlan1,3,2,9,15,2018
barIlan1,3,2,10,15,2018
barIlan1,3,2,11,15,2018
barIlan1,3,2,12,15,2018
barIlan1,3,2,13,15,2018
barIlan1,3,2,14,15,2018
barIlan1,3,2,15,15,2018
barIlan1,3,2,16,15,2018
barIlan1,3,2,17,15,2018
barIlan1,3,2,18,0,2018
barIlan1,3,2,19,15,2018
barIlan1,3,2,20,15,2018
barIlan1,3,3,8,10,2018
barIlan1,3,3,9,10,2018
barIlan1,3,3,10,10,2018
barIlan1,3,3,11,10,2018
barIlan1,3,3,12,10,2018
barIlan1,3,3,13,10,2018
barIlan1,3,3,14,10,2018
barIlan1,3,3,15,10,2018
barIlan1,3,3,16,10,2018
barIlan1,3,3,17,10,2018
barIlan1,3,3,18,10,2018
barIlan1,3,3,19,10,2018
barIlan1,3,3,20,10,2018
barIlan1,3,4,8,15,2018
barIlan1,3,4,9,15,2018
barIlan1,3,4,10,15,2018
barIlan1,3,4,11,15,2018
barIlan1,3,4,12,15,2018
barIlan1,3,4,13,15,2018
barIlan1,3,4,14,15,2018
barIlan1,3,4,15,15,2018
barIlan1,3,4,16,15,2018
barIlan1,3,4,17,15,2018
barIlan1,3,4,18,15,2018
barIlan1,3,4,19,15,2018
barIlan1,3,4,20,15,2018
barIlan1,3,5,8,15,2018
barIlan1,3,5,9,15,2018
barIlan1,3,5,10,5,2018
barIlan1,3,5,11,15,2018
barIlan1,3,5,12,15,2018
barIlan1,3,5,13,15,2018
barIlan1,3,5,14,15,2018
barIlan1,3,5,15,15,2018
barIlan1,3,5,16,15,2018
barIlan1,3,5,17,15,2018
barIlan1,3,5,18,15,2018
barIlan1,3,5,19,15,2018
barIlan1,3,5,20,15,2018
barIlan1,3,6,8,15,2018
barIlan1,3,6,9,15,2018
barIlan1,3,6,10,15,2018
barIlan1,3,6,11,15,2018
barIlan1,3,6,12,15,2018
barIlan1,3,6,13,15,2018
barIlan1,3,6,14,15,2018
barIlan1,3,6,15,15,2018
barIlan1,3,6,16,15,2018
barIlan1,3,6,17,15,2018
barIlan1,3,6,18,15,2018
barIlan1,3,6,19,15,2018
barIlan1,3,6,20,15,2018
barIlan1,3,7,8,0,2018
barIlan1,3,7,9,0,2018
barIlan1,3,7,10,0,2018
barIlan1,3,7,11,0,2018
barIlan1,3,7,12,0,2018
barIlan1,3,7,13,0,2018
barIlan1,3,7,14,0,2018
barIlan1,3,7,15,0,2018
barIlan1,3,7,16,0,2018
barIlan1,3,7,17,0,2018
barIlan1,3,7,18,0,2018
barIlan1,3,7,19,0,2018
barIlan1,3,7,20,0,2018
barIlan1,4,1,8,15,2018
barIlan1,4,1,9,15,2018
barIlan1,4,1,10,15,2018
barIlan1,4,1,11,15,2018
barIlan1,4,1,12,15,2018
barIlan1,4,1,13,15,2018
barIlan1,4,1,14,15,2018
barIlan1,4,1,15,15,2018
barIlan1,4,1,16,15,2018
barIlan1,4,1,17,15,2018
barIlan1,4,1,18,15,2018
barIlan1,4,1,19,15,2018
barIlan1,4,1,20,15,2018
barIlan1,4,2,8,15,2018
barIlan1,4,2,9,15,2018
barIlan1,4,2,10,15,2018
barIlan1,4,2,11,15,2018
barIlan1,4,2,12,15,2018
barIlan1,4,2,13,15,2018
barIlan1,4,2,14,15,2018
barIlan1,4,2,15,15,2018
barIlan1,4,2,16,15,2018
barIlan1,4,2,17,15,2018
barIlan1,4,2,18,0,2018
barIlan1,4,2,19,15,2018
barIlan1,4,2,20,15,2018
barIlan1,4,3,8,10,2018
barIlan1,4,3,9,10,2018
barIlan1,4,3,10,10,2018
barIlan1,4,3,11,10,2018
barIlan1,4,3,12,10,2018
barIlan1,4,3,13,10,2018
barIlan1,4,3,14,10,2018
barIlan1,4,3,15,10,2018
barIlan1,4,3,16,10,2018
barIlan1,4,3,17,10,2018
barIlan1,4,3,18,10,2018
barIlan1,4,3,19,10,2018
barIlan1,4,3,20,10,2018
barIlan1,4,4,8,15,2018
barIlan1,4,4,9,15,2018
barIlan1,4,4,10,15,2018
barIlan1,4,4,11,15,2018
barIlan1,4,4,12,15,2018
barIlan1,4,4,13,15,2018
barIlan1,4,4,14,15,2018
barIlan1,4,4,15,15,2018
barIlan1,4,4,16,15,2018
barIlan1,4,4,17,15,2018
barIlan1,4,4,18,15,2018
barIlan1,4,4,19,15,2018
barIlan1,4,4,20,15,2018
barIlan1,4,5,8,15,2018
barIlan1,4,5,9,15,2018
barIlan1,4,5,10,5,2018
barIlan1,4,5,11,15,2018
barIlan1,4,5,12,15,2018
barIlan1,4,5,13,15,2018
barIlan1,4,5,14,15,2018
barIlan1,4,5,15,15,2018
barIlan1,4,5,16,15,2018
barIlan1,4,5,17,15,2018
barIlan1,4,5,18,15,2018
barIlan1,4,5,19,15,2018
barIlan1,4,5,20,15,2018
barIlan1,4,6,8,15,2018
barIlan1,4,6,9,15,2018
barIlan1,4,6,10,15,2018
barIlan1,4,6,11,15,2018
barIlan1,4,6,12,15,2018
barIlan1,4,6,13,15,2018
barIlan1,4,6,14,15,2018
barIlan1,4,6,15,15,2018
barIlan1,4,6,16,15,2018
barIlan1,4,6,17,15,2018
barIlan1,4,6,18,15,2018
barIlan1,4,6,19,15,2018
barIlan1,4,6,20,15,2018
barIlan1,4,7,8,0,2018
barIlan1,4,7,9,0,2018
barIlan1,4,7,10,0,2018
barIlan1,4,7,11,0,2018
barIlan1,4,7,12,0,2018
barIlan1,4,7,13,0,2018
barIlan1,4,7,14,0,2018
barIlan1,4,7,15,0,2018
barIlan1,4,7,16,0,2018
barIlan1,4,7,17,0,2018
barIlan1,4,7,18,0,2018
barIlan1,4,7,19,0,2018
barIlan1,4,7,20,0,2018
barIlan1,5,1,8,15,2018
barIlan1,5,1,9,15,2018
barIlan1,5,1,10,15,2018
barIlan1,5,1,11,15,2018
barIlan1,5,1,12,15,2018
barIlan1,5,1,13,15,2018
barIlan1,5,1,14,15,2018
barIlan1,5,1,15,15,2018
barIlan1,5,1,16,15,2018
barIlan1,5,1,17,15,2018
barIlan1,5,1,18,15,2018
barIlan1,5,1,19,15,2018
barIlan1,5,1,20,15,2018
barIlan1,5,2,8,15,2018
barIlan1,5,2,9,15,2018
barIlan1,5,2,10,15,2018
barIlan1,5,2,11,15,2018
barIlan1,5,2,12,15,2018
barIlan1,5,2,13,15,2018
barIlan1,5,2,14,15,2018
barIlan1,5,2,15,15,2018
barIlan1,5,2,16,15,2018
barIlan1,5,2,17,15,2018
barIlan1,5,2,18,0,2018
barIlan1,5,2,19,15,2018
barIlan1,5,2,20,15,2018
barIlan1,5,3,8,10,2018
barIlan1,5,3,9,10,2018
barIlan1,5,3,10,10,2018
barIlan1,5,3,11,10,2018
barIlan1,5,3,12,10,2018
barIlan1,5,3,13,10,2018
barIlan1,5,3,14,10,2018
barIlan1,5,3,15,10,2018
barIlan1,5,3,16,10,2018
barIlan1,5,3,17,10,2018
barIlan1,5,3,18,10,2018
barIlan1,5,3,19,10,2018
barIlan1,5,3,20,10,2018
barIlan1,5,4,8,15,2018
barIlan1,5,4,9,15,2018
barIlan1,5,4,10,15,2018
barIlan1,5,4,11,15,2018
barIlan1,5,4,12,15,2018
barIlan1,5,4,13,15,2018
barIlan1,5,4,14,15,2018
barIlan1,5,4,15,15,2018
barIlan1,5,4,16,15,2018
barIlan1,5,4,17,15,2018
barIlan1,5,4,18,15,2018
barIlan1,5,4,19,15,2018
barIlan1,5,4,20,15,2018
barIlan1,5,5,8,15,2018
barIlan1,5,5,9,15,2018
barIlan1,5,5,10,5,2018
barIlan1,5,5,11,15,2018
barIlan1,5,5,12,15,2018
barIlan1,5,5,13,15,2018
barIlan1,5,5,14,15,2018
barIlan1,5,5,15,15,2018
barIlan1,5,5,16,15,2018
barIlan1,5,5,17,15,2018
barIlan1,5,5,18,15,2018
barIlan1,5,5,19,15,2018
barIlan1,5,5,20,15,2018
barIlan1,5,6,8,15,2018
barIlan1,5,6,9,15,2018
barIlan1,5,6,10,15,2018
barIlan1,5,6,11,15,2018
barIlan1,5,6,12,15,2018
barIlan1,5,6,13,15,2018
barIlan1,5,6,14,15,2018
barIlan1,5,6,15,15,2018
barIlan1,5,6,16,15,2018
barIlan1,5,6,17,15,2018
barIlan1,5,6,18,15,2018
barIlan1,5,6,19,15,2018
barIlan1,5,6,20,15,2018
barIlan1,5,7,8,0,2018
barIlan1,5,7,9,0,2018
barIlan1,5,7,10,0,2018
barIlan1,5,7,11,0,2018
barIlan1,5,7,12,0,2018
barIlan1,5,7,13,0,2018
barIlan1,5,7,14,0,2018
barIlan1,5,7,15,0,2018
barIlan1,5,7,16,0,2018
barIlan1,5,7,17,0,2018
barIlan1,5,7,18,0,2018
barIlan1,5,7,19,0,2018
barIlan1,5,7,20,0,2018
barIlan1,6,1,8,15,2018
barIlan1,6,1,9,15,2018
barIlan1,6,1,10,15,2018
barIlan1,6,1,11,15,2018
barIlan1,6,1,12,15,2018
barIlan1,6,1,13,15,2018
barIlan1,6,1,14,15,2018
barIlan1,6,1,15,15,2018
barIlan1,6,1,16,15,2018
barIlan1,6,1,17,15,2018
barIlan1,6,1,18,15,2018
barIlan1,6,1,19,15,2018
barIlan1,6,1,20,15,2018
barIlan1,6,2,8,15,2018
barIlan1,6,2,9,15,2018
barIlan1,6,2,10,15,2018
barIlan1,6,2,11,15,2018
barIlan1,6,2,12,15,2018
barIlan1,6,2,13,15,2018
barIlan1,6,2,14,15,2018
barIlan1,6,2,15,15,2018
barIlan1,6,2,16,15,2018
barIlan1,6,2,17,15,2018
barIlan1,6,2,18,0,2018
barIlan1,6,2,19,15,2018
barIlan1,6,2,20,15,2018
barIlan1,6,3,8,10,2018
barIlan1,6,3,9,10,2018
barIlan1,6,3,10,10,2018
barIlan1,6,3,11,10,2018
barIlan1,6,3,12,10,2018
barIlan1,6,3,13,10,2018
barIlan1,6,3,14,10,2018
barIlan1,6,3,15,10,2018
barIlan1,6,3,16,10,2018
barIlan1,6,3,17,10,2018
barIlan1,6,3,18,10,2018
barIlan1,6,3,19,10,2018
barIlan1,6,3,20,10,2018
barIlan1,6,4,8,15,2018
barIlan1,6,4,9,15,2018
barIlan1,6,4,10,15,2018
barIlan1,6,4,11,15,2018
barIlan1,6,4,12,15,2018
barIlan1,6,4,13,15,2018
barIlan1,6,4,14,15,2018
barIlan1,6,4,15,15,2018
barIlan1,6,4,16,15,2018
barIlan1,6,4,17,15,2018
barIlan1,6,4,18,15,2018
barIlan1,6,4,19,15,2018
barIlan1,6,4,20,15,2018
barIlan1,6,5,8,15,2018
barIlan1,6,5,9,15,2018
barIlan1,6,5,10,5,2018
barIlan1,6,5,11,15,2018
barIlan1,6,5,12,15,2018
barIlan1,6,5,13,15,2018
barIlan1,6,5,14,15,2018
barIlan1,6,5,15,15,2018
barIlan1,6,5,16,15,2018
barIlan1,6,5,17,15,2018
barIlan1,6,5,18,15,2018
barIlan1,6,5,19,15,2018
barIlan1,6,5,20,15,2018
barIlan1,6,6,8,15,2018
barIlan1,6,6,9,15,2018
barIlan1,6,6,10,15,2018
barIlan1,6,6,11,15,2018
barIlan1,6,6,12,15,2018
barIlan1,6,6,13,15,2018
barIlan1,6,6,14,15,2018
barIlan1,6,6,15,15,2018
barIlan1,6,6,16,15,2018
barIlan1,6,6,17,15,2018
barIlan1,6,6,18,15,2018
barIlan1,6,6,19,15,2018
barIlan1,6,6,20,15,2018
barIlan1,6,7,8,0,2018
barIlan1,6,7,9,0,2018
barIlan1,6,7,10,0,2018
barIlan1,6,7,11,0,2018
barIlan1,6,7,12,0,2018
barIlan1,6,7,13,0,2018
barIlan1,6,7,14,0,2018
barIlan1,6,7,15,0,2018
barIlan1,6,7,16,0,2018
barIlan1,6,7,17,0,2018
barIlan1,6,7,18,0,2018
barIlan1,6,7,19,0,2018
barIlan1,6,7,20,0,2018
barIlan1,7,1,8,15,2018
barIlan1,7,1,9,15,2018
barIlan1,7,1,10,15,2018
barIlan1,7,1,11,15,2018
barIlan1,7,1,12,15,2018
barIlan1,7,1,13,15,2018
barIlan1,7,1,14,15,2018
barIlan1,7,1,15,15,2018
barIlan1,7,1,16,15,2018
barIlan1,7,1,17,15,2018
barIlan1,7,1,18,15,2018
barIlan1,7,1,19,15,2018
barIlan1,7,1,20,15,2018
barIlan1,7,2,8,15,2018
barIlan1,7,2,9,15,2018
barIlan1,7,2,10,15,2018
barIlan1,7,2,11,15,2018
barIlan1,7,2,12,15,2018
barIlan1,7,2,13,15,2018
barIlan1,7,2,14,15,2018
barIlan1,7,2,15,15,2018
barIlan1,7,2,16,15,2018
barIlan1,7,2,17,15,2018
barIlan1,7,2,18,0,2018
barIlan1,7,2,19,15,2018
barIlan1,7,2,20,15,2018
barIlan1,7,3,8,10,2018
barIlan1,7,3,9,10,2018
barIlan1,7,3,10,10,2018
barIlan1,7,3,11,10,2018
barIlan1,7,3,12,10,2018
barIlan1,7,3,13,10,2018
barIlan1,7,3,14,10,2018
barIlan1,7,3,15,10,2018
barIlan1,7,3,16,10,2018
barIlan1,7,3,17,10,2018
barIlan1,7,3,18,10,2018
barIlan1,7,3,19,10,2018
barIlan1,7,3,20,10,2018
barIlan1,7,4,8,15,2018
barIlan1,7,4,9,15,2018
barIlan1,7,4,10,15,2018
barIlan1,7,4,11,15,2018
barIlan1,7,4,12,15,2018
barIlan1,7,4,13,15,2018
barIlan1,7,4,14,15,2018
barIlan1,7,4,15,15,2018
barIlan1,7,4,16,15,2018
barIlan1,7,4,17,15,2018
barIlan1,7,4,18,15,2018
barIlan1,7,4,19,15,2018
barIlan1,7,4,20,15,2018
barIlan1,7,5,8,15,2018
barIlan1,7,5,9,15,2018
barIlan1,7,5,10,5,2018
barIlan1,7,5,11,15,2018
barIlan1,7,5,12,15,2018
barIlan1,7,5,13,15,2018
barIlan1,7,5,14,15,2018
barIlan1,7,5,15,15,2018
barIlan1,7,5,16,15,2018
barIlan1,7,5,17,15,2018
barIlan1,7,5,18,15,2018
barIlan1,7,5,19,15,2018
barIlan1,7,5,20,15,2018
barIlan1,7,6,8,15,2018
barIlan1,7,6,9,15,2018
barIlan1,7,6,10,15,2018
barIlan1,7,6,11,15,2018
barIlan1,7,6,12,15,2018
barIlan1,7,6,13,15,2018
barIlan1,7,6,14,15,2018
barIlan1,7,6,15,15,2018
barIlan1,7,6,16,15,2018
barIlan1,7,6,17,15,2018
barIlan1,7,6,18,15,2018
barIlan1,7,6,19,15,2018
barIlan1,7,6,20,15,2018
barIlan1,7,7,8,0,2018
barIlan1,7,7,9,0,2018
barIlan1,7,7,10,0,2018
barIlan1,7,7,11,0,2018
barIlan1,7,7,12,0,2018
barIlan1,7,7,13,0,2018
barIlan1,7,7,14,0,2018
barIlan1,7,7,15,0,2018
barIlan1,7,7,16,0,2018
barIlan1,7,7,17,0,2018
barIlan1,7,7,18,0,2018
barIlan1,7,7,19,0,2018
barIlan1,7,7,20,0,2018
barIlan1,8,1,8,15,2018
barIlan1,8,1,9,15,2018
barIlan1,8,1,10,15,2018
barIlan1,8,1,11,15,2018
barIlan1,8,1,12,15,2018
barIlan1,8,1,13,15,2018
barIlan1,8,1,14,15,2018
barIlan1,8,1,15,15,2018
barIlan1,8,1,16,15,2018
barIlan1,8,1,17,15,2018
barIlan1,8,1,18,15,2018
barIlan1,8,1,19,15,2018
barIlan1,8,1,20,15,2018
barIlan1,8,2,8,15,2018
barIlan1,8,2,9,15,2018
barIlan1,8,2,10,15,2018
barIlan1,8,2,11,15,2018
barIlan1,8,2,12,15,2018
barIlan1,8,2,13,15,2018
barIlan1,8,2,14,15,2018
barIlan1,8,2,15,15,2018
barIlan1,8,2,16,15,2018
barIlan1,8,2,17,15,2018
barIlan1,8,2,18,0,2018
barIlan1,8,2,19,15,2018
barIlan1,8,2,20,15,2018
barIlan1,8,3,8,10,2018
barIlan1,8,3,9,10,2018
barIlan1,8,3,10,10,2018
barIlan1,8,3,11,10,2018
barIlan1,8,3,12,10,2018
barIlan1,8,3,13,10,2018
barIlan1,8,3,14,10,2018
barIlan1,8,3,15,10,2018
barIlan1,8,3,16,10,2018
barIlan1,8,3,17,10,2018
barIlan1,8,3,18,10,2018
barIlan1,8,3,19,10,2018
barIlan1,8,3,20,10,2018
barIlan1,8,4,8,15,2018
barIlan1,8,4,9,15,2018
barIlan1,8,4,10,15,2018
barIlan1,8,4,11,15,2018
barIlan1,8,4,12,15,2018
barIlan1,8,4,13,15,2018
barIlan1,8,4,14,15,2018
barIlan1,8,4,15,15,2018
barIlan1,8,4,16,15,2018
barIlan1,8,4,17,15,2018
barIlan1,8,4,18,15,2018
barIlan1,8,4,19,15,2018
barIlan1,8,4,20,15,2018
barIlan1,8,5,8,15,2018
barIlan1,8,5,9,15,2018
barIlan1,8,5,10,5,2018
barIlan1,8,5,11,15,2018
barIlan1,8,5,12,15,2018
barIlan1,8,5,13,15,2018
barIlan1,8,5,14,15,2018
barIlan1,8,5,15,15,2018
barIlan1,8,5,16,15,2018
barIlan1,8,5,17,15,2018
barIlan1,8,5,18,15,2018
barIlan1,8,5,19,15,2018
barIlan1,8,5,20,15,2018
barIlan1,8,6,8,15,2018
barIlan1,8,6,9,15,2018
barIlan1,8,6,10,15,2018
barIlan1,8,6,11,15,2018
barIlan1,8,6,12,15,2018
barIlan1,8,6,13,15,2018
barIlan1,8,6,14,15,2018
barIlan1,8,6,15,15,2018
barIlan1,8,6,16,15,2018
barIlan1,8,6,17,15,2018
barIlan1,8,6,18,15,2018
barIlan1,8,6,19,15,2018
barIlan1,8,6,20,15,2018
barIlan1,8,7,8,0,2018
barIlan1,8,7,9,0,2018
barIlan1,8,7,10,0,2018
barIlan1,8,7,11,0,2018
barIlan1,8,7,12,0,2018
barIlan1,8,7,13,0,2018
barIlan1,8,7,14,0,2018
barIlan1,8,7,15,0,2018
barIlan1,8,7,16,0,2018
barIlan1,8,7,17,0,2018
barIlan1,8,7,18,0,2018
barIlan1,8,7,19,0,2018
barIlan1,8,7,20,0,2018
barIlan1,9,1,8,15,2018
barIlan1,9,1,9,15,2018
barIlan1,9,1,10,15,2018
barIlan1,9,1,11,15,2018
barIlan1,9,1,12,15,2018
barIlan1,9,1,13,15,2018
barIlan1,9,1,14,15,2018
barIlan1,9,1,15,15,2018
barIlan1,9,1,16,15,2018
barIlan1,9,1,17,15,2018
barIlan1,9,1,18,15,2018
barIlan1,9,1,19,15,2018
barIlan1,9,1,20,15,2018
barIlan1,9,2,8,15,2018
barIlan1,9,2,9,15,2018
barIlan1,9,2,10,15,2018
barIlan1,9,2,11,15,2018
barIlan1,9,2,12,15,2018
barIlan1,9,2,13,15,2018
barIlan1,9,2,14,15,2018
barIlan1,9,2,15,15,2018
barIlan1,9,2,16,15,2018
barIlan1,9,2,17,15,2018
barIlan1,9,2,18,0,2018
barIlan1,9,2,19,15,2018
barIlan1,9,2,20,15,2018
barIlan1,9,3,8,10,2018
barIlan1,9,3,9,10,2018
barIlan1,9,3,10,10,2018
barIlan1,9,3,11,10,2018
barIlan1,9,3,12,10,2018
barIlan1,9,3,13,10,2018
barIlan1,9,3,14,10,2018
barIlan1,9,3,15,10,2018
barIlan1,9,3,16,10,2018
barIlan1,9,3,17,10,2018
barIlan1,9,3,18,10,2018
barIlan1,9,3,19,10,2018
barIlan1,9,3,20,10,2018
barIlan1,9,4,8,15,2018
barIlan1,9,4,9,15,2018
barIlan1,9,4,10,15,2018
barIlan1,9,4,11,15,2018
barIlan1,9,4,12,15,2018
barIlan1,9,4,13,15,2018
barIlan1,9,4,14,15,2018
barIlan1,9,4,15,15,2018
barIlan1,9,4,16,15,2018
barIlan1,9,4,17,15,2018
barIlan1,9,4,18,15,2018
barIlan1,9,4,19,15,2018
barIlan1,9,4,20,15,2018
barIlan1,9,5,8,15,2018
barIlan1,9,5,9,15,2018
barIlan1,9,5,10,5,2018
barIlan1,9,5,11,15,2018
barIlan1,9,5,12,15,2018
barIlan1,9,5,13,15,2018
barIlan1,9,5,14,15,2018
barIlan1,9,5,15,15,2018
barIlan1,9,5,16,15,2018
barIlan1,9,5,17,15,2018
barIlan1,9,5,18,15,2018
barIlan1,9,5,19,15,2018
barIlan1,9,5,20,15,2018
barIlan1,9,6,8,15,2018
barIlan1,9,6,9,15,2018
barIlan1,9,6,10,15,2018
barIlan1,9,6,11,15,2018
barIlan1,9,6,12,15,2018
barIlan1,9,6,13,15,2018
barIlan1,9,6,14,15,2018
barIlan1,9,6,15,15,2018
barIlan1,9,6,16,15,2018
barIlan1,9,6,17,15,2018
barIlan1,9,6,18,15,2018
barIlan1,9,6,19,15,2018
barIlan1,9,6,20,15,2018
barIlan1,9,7,8,0,2018
barIlan1,9,7,9,0,2018
barIlan1,9,7,10,0,2018
barIlan1,9,7,11,0,2018
barIlan1,9,7,12,0,2018
barIlan1,9,7,13,0,2018
barIlan1,9,7,14,0,2018
barIlan1,9,7,15,0,2018
barIlan1,9,7,16,0,2018
barIlan1,9,7,17,0,2018
barIlan1,9,7,18,0,2018
barIlan1,9,7,19,0,2018
barIlan1,9,7,20,0,2018
barIlan1,10,1,8,15,2018
barIlan1,10,1,9,15,2018
